Stack_Number,Frame_Index,Z_Coordinate
883,0,2954.1000000000004
883,3,2957.1000000000004
884,5,2960.7250000000004
884,8,2963.7250000000004
884,7,2962.7250000000004
884,6,2961.7250000000004
884,4,2959.7250000000004
884,3,2958.7250000000004
884,2,2957.7250000000004
884,1,2956.7250000000004
884,0,2955.7250000000004
885,7,2962.5750000000003
885,6,2961.5750000000003
885,4,2959.5750000000003
885,3,2958.5750000000003
885,5,2960.5750000000003
885,1,2956.5750000000003
885,0,2955.5750000000003
885,2,2957.5750000000003
885,8,2963.5750000000003
886,7,2962.425
886,0,2955.425
886,1,2956.425
886,2,2957.425
886,3,2958.425
886,4,2959.425
886,5,2960.425
886,6,2961.425
886,8,2963.425
887,4,2959.4
887,7,2962.4
887,6,2961.4
887,5,2960.4
887,3,2958.4
887,8,2963.4
887,1,2956.4
887,0,2955.4
887,2,2957.4
888,7,2962.3
888,1,2956.3
888,2,2957.3
888,0,2955.3
888,3,2958.3
888,4,2959.3
888,5,2960.3
888,6,2961.3
888,8,2963.3
889,1,2956.4
889,2,2957.4
889,5,2960.4
889,6,2961.4
889,7,2962.4
889,3,2958.4
889,8,2963.4
889,0,2955.4
889,4,2959.4
890,0,2955.125
890,1,2956.125
890,3,2958.125
890,4,2959.125
890,5,2960.125
890,6,2961.125
890,7,2962.125
890,8,2963.125
890,2,2957.125
891,7,2962.025
891,0,2955.025
891,8,2963.025
891,5,2960.025
891,6,2961.025
891,3,2958.025
891,2,2957.025
891,1,2956.025
891,4,2959.025
892,8,2962.925
892,7,2961.925
892,5,2959.925
892,4,2958.925
892,6,2960.925
892,2,2956.925
892,1,2955.925
892,0,2954.925
892,3,2957.925
893,1,2955.9500000000003
893,8,2962.9500000000003
893,7,2961.9500000000003
893,6,2960.9500000000003
893,5,2959.9500000000003
893,4,2958.9500000000003
893,3,2957.9500000000003
893,2,2956.9500000000003
893,0,2954.9500000000003
894,0,2954.8250000000003
894,1,2955.8250000000003
894,2,2956.8250000000003
894,3,2957.8250000000003
894,4,2958.8250000000003
894,5,2959.8250000000003
894,6,2960.8250000000003
894,7,2961.8250000000003
894,8,2962.8250000000003
895,8,2962.8
895,7,2961.8
895,6,2960.8
895,5,2959.8
895,2,2956.8
895,3,2957.8
895,1,2955.8
895,0,2954.8
895,4,2958.8
896,6,2960.4750000000004
896,8,2962.4750000000004
896,7,2961.4750000000004
896,5,2959.4750000000004
896,4,2958.4750000000004
896,3,2957.4750000000004
896,2,2956.4750000000004
896,1,2955.4750000000004
896,0,2954.4750000000004
897,8,2962.5
897,7,2961.5
897,5,2959.5
897,4,2958.5
897,6,2960.5
897,2,2956.5
897,1,2955.5
897,0,2954.5
897,3,2957.5
898,0,2954.5
898,8,2962.5
898,7,2961.5
898,6,2960.5
898,5,2959.5
898,4,2958.5
898,3,2957.5
898,2,2956.5
898,1,2955.5
899,4,2958.125
899,0,2954.125
899,1,2955.125
899,2,2956.125
899,3,2957.125
899,5,2959.125
899,6,2960.125
899,7,2961.125
899,8,2962.125
900,6,2960.1000000000004
900,8,2962.1000000000004
900,7,2961.1000000000004
900,5,2959.1000000000004
900,4,2958.1000000000004
900,2,2956.1000000000004
900,1,2955.1000000000004
900,0,2954.1000000000004
900,3,2957.1000000000004
901,7,2962.7250000000004
901,0,2955.7250000000004
901,1,2956.7250000000004
901,2,2957.7250000000004
901,3,2958.7250000000004
901,4,2959.7250000000004
901,5,2960.7250000000004
901,6,2961.7250000000004
901,8,2963.7250000000004
902,7,2962.5750000000003
902,3,2958.5750000000003
902,6,2961.5750000000003
902,8,2963.5750000000003
902,5,2960.5750000000003
902,0,2955.5750000000003
902,2,2957.5750000000003
902,1,2956.5750000000003
902,4,2959.5750000000003
903,7,2962.425
903,8,2963.425
903,5,2960.425
903,4,2959.425
903,6,2961.425
903,2,2957.425
903,1,2956.425
903,0,2955.425
903,3,2958.425
904,6,2961.4
904,8,2963.4
904,0,2955.4
904,1,2956.4
904,2,2957.4
904,3,2958.4
904,4,2959.4
904,5,2960.4
904,7,2962.4
905,5,2960.3
905,4,2959.3
905,3,2958.3
905,8,2963.3
905,0,2955.3
905,6,2961.3
905,2,2957.3
905,7,2962.3
905,1,2956.3
906,1,2956.4
906,2,2957.4
906,3,2958.4
906,4,2959.4
906,5,2960.4
906,6,2961.4
906,7,2962.4
906,8,2963.4
906,0,2955.4
907,8,2963.125
907,7,2962.125
907,6,2961.125
907,5,2960.125
907,2,2957.125
907,3,2958.125
907,1,2956.125
907,0,2955.125
907,4,2959.125
908,7,2962.025
908,3,2958.025
908,4,2959.025
908,5,2960.025
908,6,2961.025
908,8,2963.025
908,1,2956.025
908,0,2955.025
908,2,2957.025
909,0,2954.925
909,7,2961.925
909,6,2960.925
909,5,2959.925
909,4,2958.925
909,3,2957.925
909,8,2962.925
909,1,2955.925
909,2,2956.925
910,5,2959.9500000000003
910,0,2954.9500000000003
910,1,2955.9500000000003
910,2,2956.9500000000003
910,3,2957.9500000000003
910,4,2958.9500000000003
910,6,2960.9500000000003
910,7,2961.9500000000003
910,8,2962.9500000000003
911,1,2955.8250000000003
911,2,2956.8250000000003
911,8,2962.8250000000003
911,7,2961.8250000000003
911,6,2960.8250000000003
911,4,2958.8250000000003
911,3,2957.8250000000003
911,0,2954.8250000000003
911,5,2959.8250000000003
912,2,2956.8
912,1,2955.8
912,0,2954.8
912,3,2957.8
912,4,2958.8
912,5,2959.8
912,6,2960.8
912,7,2961.8
912,8,2962.8
913,2,2956.4750000000004
913,0,2954.4750000000004
913,1,2955.4750000000004
913,3,2957.4750000000004
913,4,2958.4750000000004
913,5,2959.4750000000004
913,6,2960.4750000000004
913,7,2961.4750000000004
913,8,2962.4750000000004
914,8,2962.5
914,6,2960.5
914,5,2959.5
914,4,2958.5
914,3,2957.5
914,7,2961.5
914,1,2955.5
914,0,2954.5
914,2,2956.5
915,2,2956.5
915,3,2957.5
915,4,2958.5
915,5,2959.5
915,6,2960.5
915,7,2961.5
915,8,2962.5
915,0,2954.5
915,1,2955.5
916,1,2955.125
916,0,2954.125
916,4,2958.125
916,5,2959.125
916,6,2960.125
916,7,2961.125
916,8,2962.125
916,3,2957.125
916,2,2956.125
917,7,2961.1000000000004
917,8,2962.1000000000004
917,6,2960.1000000000004
917,4,2958.1000000000004
917,3,2957.1000000000004
917,2,2956.1000000000004
917,1,2955.1000000000004
917,0,2954.1000000000004
917,5,2959.1000000000004
918,2,2957.7250000000004
918,1,2956.7250000000004
918,0,2955.7250000000004
918,4,2959.7250000000004
918,5,2960.7250000000004
918,6,2961.7250000000004
918,7,2962.7250000000004
918,8,2963.7250000000004
918,3,2958.7250000000004
919,8,2963.5750000000003
919,7,2962.5750000000003
919,6,2961.5750000000003
919,5,2960.5750000000003
919,4,2959.5750000000003
919,3,2958.5750000000003
919,1,2956.5750000000003
919,0,2955.5750000000003
919,2,2957.5750000000003
920,8,2963.425
920,6,2961.425
920,0,2955.425
920,1,2956.425
920,2,2957.425
920,3,2958.425
920,4,2959.425
920,5,2960.425
920,7,2962.425
921,1,2956.4
921,0,2955.4
921,2,2957.4
921,8,2963.4
921,4,2959.4
921,5,2960.4
921,3,2958.4
921,6,2961.4
921,7,2962.4
922,0,2955.3
922,1,2956.3
922,4,2959.3
922,3,2958.3
922,5,2960.3
922,6,2961.3
922,7,2962.3
922,8,2963.3
922,2,2957.3
923,3,2958.4
923,8,2963.4
923,0,2955.4
923,4,2959.4
923,5,2960.4
923,6,2961.4
923,7,2962.4
923,1,2956.4
923,2,2957.4
924,4,2959.125
924,5,2960.125
924,8,2963.125
924,7,2962.125
924,3,2958.125
924,1,2956.125
924,2,2957.125
924,0,2955.125
924,6,2961.125
925,7,2962.025
925,5,2960.025
925,8,2963.025
925,3,2958.025
925,2,2957.025
925,1,2956.025
925,0,2955.025
925,4,2959.025
925,6,2961.025
926,0,2954.925
926,1,2955.925
926,2,2956.925
926,3,2957.925
926,4,2958.925
926,5,2959.925
926,6,2960.925
926,7,2961.925
926,8,2962.925
927,1,2955.9500000000003
927,2,2956.9500000000003
927,3,2957.9500000000003
927,4,2958.9500000000003
927,5,2959.9500000000003
927,6,2960.9500000000003
927,7,2961.9500000000003
927,8,2962.9500000000003
927,0,2954.9500000000003
928,8,2962.8250000000003
928,7,2961.8250000000003
928,6,2960.8250000000003
928,5,2959.8250000000003
928,3,2957.8250000000003
928,2,2956.8250000000003
928,1,2955.8250000000003
928,0,2954.8250000000003
928,4,2958.8250000000003
929,7,2961.8
929,5,2959.8
929,6,2960.8
929,8,2962.8
929,1,2955.8
929,2,2956.8
929,3,2957.8
929,0,2954.8
929,4,2958.8
930,6,2960.4750000000004
930,5,2959.4750000000004
930,4,2958.4750000000004
930,3,2957.4750000000004
930,2,2956.4750000000004
930,1,2955.4750000000004
930,0,2954.4750000000004
930,8,2962.4750000000004
930,7,2961.4750000000004
931,1,2955.5
931,0,2954.5
931,2,2956.5
931,3,2957.5
931,4,2958.5
931,5,2959.5
931,6,2960.5
931,7,2961.5
931,8,2962.5
932,8,2962.5
932,6,2960.5
932,5,2959.5
932,4,2958.5
932,2,2956.5
932,7,2961.5
932,1,2955.5
932,0,2954.5
932,3,2957.5
933,1,2955.125
933,2,2956.125
933,3,2957.125
933,4,2958.125
933,5,2959.125
933,6,2960.125
933,8,2962.125
933,7,2961.125
933,0,2954.125
934,1,2955.1000000000004
934,2,2956.1000000000004
934,3,2957.1000000000004
934,4,2958.1000000000004
934,5,2959.1000000000004
934,6,2960.1000000000004
934,8,2962.1000000000004
934,0,2954.1000000000004
934,7,2961.1000000000004
935,2,2957.7250000000004
935,0,2955.7250000000004
935,1,2956.7250000000004
935,3,2958.7250000000004
935,4,2959.7250000000004
935,5,2960.7250000000004
935,6,2961.7250000000004
935,7,2962.7250000000004
935,8,2963.7250000000004
936,6,2961.5750000000003
936,5,2960.5750000000003
936,4,2959.5750000000003
936,0,2955.5750000000003
936,2,2957.5750000000003
936,1,2956.5750000000003
936,8,2963.5750000000003
936,3,2958.5750000000003
936,7,2962.5750000000003
937,8,2963.425
937,7,2962.425
937,0,2955.425
937,1,2956.425
937,2,2957.425
937,3,2958.425
937,4,2959.425
937,5,2960.425
937,6,2961.425
938,6,2961.4
938,5,2960.4
938,4,2959.4
938,3,2958.4
938,1,2956.4
938,0,2955.4
938,7,2962.4
938,2,2957.4
938,8,2963.4
939,7,2962.3
939,4,2959.3
939,6,2961.3
939,8,2963.3
939,5,2960.3
939,3,2958.3
939,2,2957.3
939,1,2956.3
939,0,2955.3
940,6,2961.4
940,0,2955.4
940,1,2956.4
940,2,2957.4
940,3,2958.4
940,4,2959.4
940,5,2960.4
940,7,2962.4
940,8,2963.4
941,5,2960.125
941,4,2959.125
941,3,2958.125
941,6,2961.125
941,1,2956.125
941,0,2955.125
941,8,2963.125
941,2,2957.125
941,7,2962.125
942,1,2956.025
942,0,2955.025
942,2,2957.025
942,8,2963.025
942,7,2962.025
942,6,2961.025
942,5,2960.025
942,4,2959.025
942,3,2958.025
943,7,2961.925
943,0,2954.925
943,3,2957.925
943,4,2958.925
943,5,2959.925
943,6,2960.925
943,2,2956.925
943,8,2962.925
943,1,2955.925
944,0,2954.9500000000003
944,1,2955.9500000000003
944,2,2956.9500000000003
944,3,2957.9500000000003
944,4,2958.9500000000003
944,5,2959.9500000000003
944,6,2960.9500000000003
944,7,2961.9500000000003
944,8,2962.9500000000003
945,1,2955.8250000000003
945,6,2960.8250000000003
945,2,2956.8250000000003
945,3,2957.8250000000003
945,4,2958.8250000000003
945,5,2959.8250000000003
945,0,2954.8250000000003
945,7,2961.8250000000003
945,8,2962.8250000000003
946,2,2956.8
946,1,2955.8
946,8,2962.8
946,7,2961.8
946,6,2960.8
946,5,2959.8
946,4,2958.8
946,3,2957.8
946,0,2954.8
947,3,2957.4750000000004
947,4,2958.4750000000004
947,6,2960.4750000000004
947,2,2956.4750000000004
947,8,2962.4750000000004
947,7,2961.4750000000004
947,1,2955.4750000000004
947,5,2959.4750000000004
947,0,2954.4750000000004
948,0,2954.5
948,3,2957.5
948,4,2958.5
948,5,2959.5
948,6,2960.5
948,7,2961.5
948,8,2962.5
948,2,2956.5
948,1,2955.5
949,2,2956.5
949,0,2954.5
949,1,2955.5
949,3,2957.5
949,4,2958.5
949,5,2959.5
949,7,2961.5
949,8,2962.5
949,6,2960.5
950,4,2958.125
950,0,2954.125
950,3,2957.125
950,1,2955.125
950,5,2959.125
950,6,2960.125
950,7,2961.125
950,8,2962.125
950,2,2956.125
951,2,2956.1000000000004
951,0,2954.1000000000004
951,4,2958.1000000000004
951,3,2957.1000000000004
951,6,2960.1000000000004
951,1,2955.1000000000004
951,7,2961.1000000000004
951,8,2962.1000000000004
951,5,2959.1000000000004
952,0,2955.7250000000004
952,2,2957.7250000000004
952,3,2958.7250000000004
952,4,2959.7250000000004
952,5,2960.7250000000004
952,6,2961.7250000000004
952,7,2962.7250000000004
952,8,2963.7250000000004
952,1,2956.7250000000004
953,8,2963.5750000000003
953,1,2956.5750000000003
953,2,2957.5750000000003
953,3,2958.5750000000003
953,0,2955.5750000000003
953,5,2960.5750000000003
953,6,2961.5750000000003
953,4,2959.5750000000003
953,7,2962.5750000000003
954,1,2956.425
954,0,2955.425
954,2,2957.425
954,3,2958.425
954,4,2959.425
954,5,2960.425
954,6,2961.425
954,7,2962.425
954,8,2963.425
955,2,2957.4
955,8,2963.4
955,0,2955.4
955,1,2956.4
955,3,2958.4
955,4,2959.4
955,5,2960.4
955,6,2961.4
955,7,2962.4
956,6,2961.3
956,5,2960.3
956,4,2959.3
956,3,2958.3
956,1,2956.3
956,0,2955.3
956,7,2962.3
956,2,2957.3
956,8,2963.3
957,0,2955.4
957,3,2958.4
957,1,2956.4
957,2,2957.4
957,6,2961.4
957,4,2959.4
957,5,2960.4
957,7,2962.4
957,8,2963.4
958,8,2963.125
958,7,2962.125
958,5,2960.125
958,4,2959.125
958,6,2961.125
958,2,2957.125
958,1,2956.125
958,0,2955.125
958,3,2958.125
959,1,2956.025
959,0,2955.025
959,8,2963.025
959,7,2962.025
959,6,2961.025
959,5,2960.025
959,4,2959.025
959,3,2958.025
959,2,2957.025
960,4,2958.925
960,8,2962.925
960,0,2954.925
960,1,2955.925
960,2,2956.925
960,3,2957.925
960,5,2959.925
960,6,2960.925
960,7,2961.925
961,8,2962.9500000000003
961,7,2961.9500000000003
961,6,2960.9500000000003
961,5,2959.9500000000003
961,4,2958.9500000000003
961,2,2956.9500000000003
961,1,2955.9500000000003
961,0,2954.9500000000003
961,3,2957.9500000000003
962,8,2962.8250000000003
962,0,2954.8250000000003
962,1,2955.8250000000003
962,2,2956.8250000000003
962,3,2957.8250000000003
962,4,2958.8250000000003
962,5,2959.8250000000003
962,6,2960.8250000000003
962,7,2961.8250000000003
963,1,2955.8
963,0,2954.8
963,2,2956.8
963,5,2959.8
963,3,2957.8
963,4,2958.8
963,6,2960.8
963,7,2961.8
963,8,2962.8
964,8,2962.4750000000004
964,0,2954.4750000000004
964,2,2956.4750000000004
964,3,2957.4750000000004
964,4,2958.4750000000004
964,5,2959.4750000000004
964,6,2960.4750000000004
964,7,2961.4750000000004
964,1,2955.4750000000004
965,6,2960.5
965,8,2962.5
965,7,2961.5
965,5,2959.5
965,0,2954.5
965,3,2957.5
965,2,2956.5
965,1,2955.5
965,4,2958.5
966,1,2955.5
966,3,2957.5
966,2,2956.5
966,4,2958.5
966,0,2954.5
966,5,2959.5
966,6,2960.5
966,7,2961.5
966,8,2962.5
967,8,2962.125
967,7,2961.125
967,5,2959.125
967,4,2958.125
967,6,2960.125
967,2,2956.125
967,1,2955.125
967,0,2954.125
967,3,2957.125
968,3,2957.1000000000004
968,0,2954.1000000000004
968,1,2955.1000000000004
968,2,2956.1000000000004
968,8,2962.1000000000004
968,7,2961.1000000000004
968,6,2960.1000000000004
968,5,2959.1000000000004
968,4,2958.1000000000004
969,4,2959.7250000000004
969,3,2958.7250000000004
969,0,2955.7250000000004
969,5,2960.7250000000004
969,6,2961.7250000000004
969,7,2962.7250000000004
969,8,2963.7250000000004
969,2,2957.7250000000004
969,1,2956.7250000000004
970,0,2955.5750000000003
970,1,2956.5750000000003
970,2,2957.5750000000003
970,3,2958.5750000000003
970,4,2959.5750000000003
970,5,2960.5750000000003
970,6,2961.5750000000003
970,7,2962.5750000000003
970,8,2963.5750000000003
971,2,2957.425
971,6,2961.425
971,3,2958.425
971,4,2959.425
971,5,2960.425
971,0,2955.425
971,7,2962.425
971,8,2963.425
971,1,2956.425
972,8,2963.4
972,2,2957.4
972,3,2958.4
972,4,2959.4
972,5,2960.4
972,6,2961.4
972,7,2962.4
972,1,2956.4
972,0,2955.4
973,0,2955.3
973,7,2962.3
973,6,2961.3
973,5,2960.3
973,8,2963.3
973,4,2959.3
973,3,2958.3
973,2,2957.3
973,1,2956.3
974,7,2962.4
974,6,2961.4
974,5,2960.4
974,4,2959.4
974,0,2955.4
974,2,2957.4
974,1,2956.4
974,8,2963.4
974,3,2958.4
975,1,2956.125
975,0,2955.125
975,2,2957.125
975,8,2963.125
975,7,2962.125
975,6,2961.125
975,5,2960.125
975,4,2959.125
975,3,2958.125
976,6,2961.025
976,5,2960.025
976,4,2959.025
976,3,2958.025
976,2,2957.025
976,1,2956.025
976,0,2955.025
976,7,2962.025
976,8,2963.025
977,2,2956.925
977,3,2957.925
977,1,2955.925
977,4,2958.925
977,0,2954.925
977,5,2959.925
977,6,2960.925
977,7,2961.925
977,8,2962.925
978,7,2961.9500000000003
978,1,2955.9500000000003
978,2,2956.9500000000003
978,3,2957.9500000000003
978,4,2958.9500000000003
978,5,2959.9500000000003
978,6,2960.9500000000003
978,8,2962.9500000000003
978,0,2954.9500000000003
979,4,2958.8250000000003
979,0,2954.8250000000003
979,1,2955.8250000000003
979,2,2956.8250000000003
979,3,2957.8250000000003
979,5,2959.8250000000003
979,6,2960.8250000000003
979,8,2962.8250000000003
979,7,2961.8250000000003
980,7,2961.8
980,8,2962.8
980,5,2959.8
980,0,2954.8
980,1,2955.8
980,2,2956.8
980,3,2957.8
980,4,2958.8
980,6,2960.8
981,3,2957.4750000000004
981,1,2955.4750000000004
981,5,2959.4750000000004
981,6,2960.4750000000004
981,7,2961.4750000000004
981,8,2962.4750000000004
981,0,2954.4750000000004
981,2,2956.4750000000004
981,4,2958.4750000000004
982,4,2958.5
982,7,2961.5
982,5,2959.5
982,3,2957.5
982,2,2956.5
982,8,2962.5
982,1,2955.5
982,0,2954.5
982,6,2960.5
983,0,2954.5
983,1,2955.5
983,2,2956.5
983,3,2957.5
983,4,2958.5
983,5,2959.5
983,6,2960.5
983,7,2961.5
983,8,2962.5
984,2,2956.125
984,3,2957.125
984,4,2958.125
984,5,2959.125
984,6,2960.125
984,7,2961.125
984,8,2962.125
984,0,2954.125
984,1,2955.125
985,4,2958.1000000000004
985,7,2961.1000000000004
985,0,2954.1000000000004
985,1,2955.1000000000004
985,2,2956.1000000000004
985,3,2957.1000000000004
985,5,2959.1000000000004
985,6,2960.1000000000004
985,8,2962.1000000000004
986,1,2956.7250000000004
986,7,2962.7250000000004
986,6,2961.7250000000004
986,5,2960.7250000000004
986,4,2959.7250000000004
986,3,2958.7250000000004
986,2,2957.7250000000004
986,8,2963.7250000000004
986,0,2955.7250000000004
987,3,2958.5750000000003
987,8,2963.5750000000003
987,6,2961.5750000000003
987,5,2960.5750000000003
987,4,2959.5750000000003
987,2,2957.5750000000003
987,1,2956.5750000000003
987,0,2955.5750000000003
987,7,2962.5750000000003
988,0,2955.425
988,1,2956.425
988,8,2963.425
988,7,2962.425
988,6,2961.425
988,5,2960.425
988,4,2959.425
988,3,2958.425
988,2,2957.425
989,2,2957.4
989,3,2958.4
989,0,2955.4
989,5,2960.4
989,6,2961.4
989,7,2962.4
989,8,2963.4
989,1,2956.4
989,4,2959.4
990,1,2956.3
990,7,2962.3
990,6,2961.3
990,5,2960.3
990,4,2959.3
990,3,2958.3
990,2,2957.3
990,0,2955.3
990,8,2963.3
991,7,2962.4
991,8,2963.4
991,6,2961.4
991,1,2956.4
991,4,2959.4
991,5,2960.4
991,0,2955.4
991,3,2958.4
991,2,2957.4
992,0,2955.125
992,1,2956.125
992,2,2957.125
992,3,2958.125
992,4,2959.125
992,6,2961.125
992,7,2962.125
992,8,2963.125
992,5,2960.125
993,6,2961.025
993,8,2963.025
993,7,2962.025
993,5,2960.025
993,3,2958.025
993,2,2957.025
993,1,2956.025
993,0,2955.025
993,4,2959.025
994,8,2962.925
994,7,2961.925
994,6,2960.925
994,5,2959.925
994,4,2958.925
994,3,2957.925
994,2,2956.925
994,1,2955.925
994,0,2954.925
995,8,2962.9500000000003
995,6,2960.9500000000003
995,5,2959.9500000000003
995,7,2961.9500000000003
995,3,2957.9500000000003
995,2,2956.9500000000003
995,1,2955.9500000000003
995,4,2958.9500000000003
995,0,2954.9500000000003
996,8,2962.8250000000003
996,6,2960.8250000000003
996,5,2959.8250000000003
996,7,2961.8250000000003
996,3,2957.8250000000003
996,2,2956.8250000000003
996,1,2955.8250000000003
996,4,2958.8250000000003
996,0,2954.8250000000003
997,8,2962.8
997,6,2960.8
997,5,2959.8
997,7,2961.8
997,3,2957.8
997,2,2956.8
997,1,2955.8
997,4,2958.8
997,0,2954.8
998,8,2962.4750000000004
998,6,2960.4750000000004
998,5,2959.4750000000004
998,7,2961.4750000000004
998,3,2957.4750000000004
998,1,2955.4750000000004
998,0,2954.4750000000004
998,4,2958.4750000000004
998,2,2956.4750000000004
999,0,2954.5
999,1,2955.5
999,2,2956.5
999,3,2957.5
999,4,2958.5
999,5,2959.5
999,6,2960.5
999,8,2962.5
999,7,2961.5
1000,1,2955.5
1000,8,2962.5
1000,7,2961.5
1000,6,2960.5
1000,0,2954.5
1000,4,2958.5
1000,3,2957.5
1000,2,2956.5
1000,5,2959.5
1001,0,2954.125
1001,1,2955.125
1001,2,2956.125
1001,3,2957.125
1001,4,2958.125
1001,5,2959.125
1001,6,2960.125
1001,7,2961.125
1001,8,2962.125
1002,8,2962.1000000000004
1002,7,2961.1000000000004
1002,6,2960.1000000000004
1002,3,2957.1000000000004
1002,4,2958.1000000000004
1002,2,2956.1000000000004
1002,1,2955.1000000000004
1002,5,2959.1000000000004
1002,0,2954.1000000000004
1003,1,2956.7250000000004
1003,2,2957.7250000000004
1003,3,2958.7250000000004
1003,4,2959.7250000000004
1003,5,2960.7250000000004
1003,6,2961.7250000000004
1003,7,2962.7250000000004
1003,8,2963.7250000000004
1003,0,2955.7250000000004
1004,0,2955.5750000000003
1004,1,2956.5750000000003
1004,2,2957.5750000000003
1004,3,2958.5750000000003
1004,4,2959.5750000000003
1004,5,2960.5750000000003
1004,6,2961.5750000000003
1004,7,2962.5750000000003
1004,8,2963.5750000000003
1005,8,2963.425
1005,7,2962.425
1005,6,2961.425
1005,5,2960.425
1005,4,2959.425
1005,1,2956.425
1005,2,2957.425
1005,0,2955.425
1005,3,2958.425
1006,5,2960.4
1006,8,2963.4
1006,7,2962.4
1006,6,2961.4
1006,4,2959.4
1006,1,2956.4
1006,2,2957.4
1006,0,2955.4
1006,3,2958.4
1007,7,2962.3
1007,0,2955.3
1007,1,2956.3
1007,2,2957.3
1007,3,2958.3
1007,4,2959.3
1007,5,2960.3
1007,6,2961.3
1007,8,2963.3
1008,7,2962.4
1008,5,2960.4
1008,6,2961.4
1008,8,2963.4
1008,4,2959.4
1008,0,2955.4
1008,3,2958.4
1008,2,2957.4
1008,1,2956.4
1009,8,2963.125
1009,7,2962.125
1009,6,2961.125
1009,5,2960.125
1009,4,2959.125
1009,2,2957.125
1009,1,2956.125
1009,0,2955.125
1009,3,2958.125
1010,5,2960.025
1010,8,2963.025
1010,7,2962.025
1010,6,2961.025
1010,3,2958.025
1010,2,2957.025
1010,1,2956.025
1010,0,2955.025
1010,4,2959.025
1011,7,2961.925
1011,0,2954.925
1011,1,2955.925
1011,2,2956.925
1011,3,2957.925
1011,4,2958.925
1011,5,2959.925
1011,6,2960.925
1011,8,2962.925
1012,7,2961.9500000000003
1012,8,2962.9500000000003
1012,6,2960.9500000000003
1012,4,2958.9500000000003
1012,5,2959.9500000000003
1012,2,2956.9500000000003
1012,1,2955.9500000000003
1012,0,2954.9500000000003
1012,3,2957.9500000000003
1013,8,2962.8250000000003
1013,5,2959.8250000000003
1013,6,2960.8250000000003
1013,4,2958.8250000000003
1013,7,2961.8250000000003
1013,2,2956.8250000000003
1013,0,2954.8250000000003
1013,3,2957.8250000000003
1013,1,2955.8250000000003
1014,0,2954.8
1014,1,2955.8
1014,2,2956.8
1014,3,2957.8
1014,4,2958.8
1014,5,2959.8
1014,6,2960.8
1014,7,2961.8
1014,8,2962.8
1015,5,2959.4750000000004
1015,8,2962.4750000000004
1015,7,2961.4750000000004
1015,6,2960.4750000000004
1015,4,2958.4750000000004
1015,3,2957.4750000000004
1015,2,2956.4750000000004
1015,1,2955.4750000000004
1015,0,2954.4750000000004
1016,8,2962.5
1016,7,2961.5
1016,6,2960.5
1016,5,2959.5
1016,4,2958.5
1016,2,2956.5
1016,1,2955.5
1016,0,2954.5
1016,3,2957.5
1017,4,2958.5
1017,7,2961.5
1017,6,2960.5
1017,5,2959.5
1017,8,2962.5
1017,3,2957.5
1017,1,2955.5
1017,2,2956.5
1017,0,2954.5
1018,0,2954.125
1018,1,2955.125
1018,2,2956.125
1018,3,2957.125
1018,5,2959.125
1018,6,2960.125
1018,7,2961.125
1018,8,2962.125
1018,4,2958.125
1019,8,2962.1000000000004
1019,7,2961.1000000000004
1019,4,2958.1000000000004
1019,6,2960.1000000000004
1019,5,2959.1000000000004
1019,3,2957.1000000000004
1019,1,2955.1000000000004
1019,0,2954.1000000000004
1019,2,2956.1000000000004
1020,0,2955.7250000000004
1020,1,2956.7250000000004
1020,2,2957.7250000000004
1020,3,2958.7250000000004
1020,4,2959.7250000000004
1020,5,2960.7250000000004
1020,6,2961.7250000000004
1020,7,2962.7250000000004
1020,8,2963.7250000000004
1021,7,2962.5750000000003
1021,5,2960.5750000000003
1021,6,2961.5750000000003
1021,4,2959.5750000000003
1021,8,2963.5750000000003
1021,2,2957.5750000000003
1021,1,2956.5750000000003
1021,0,2955.5750000000003
1021,3,2958.5750000000003
1022,8,2963.425
1022,7,2962.425
1022,5,2960.425
1022,4,2959.425
1022,6,2961.425
1022,2,2957.425
1022,1,2956.425
1022,0,2955.425
1022,3,2958.425
1023,7,2962.4
1023,0,2955.4
1023,1,2956.4
1023,2,2957.4
1023,3,2958.4
1023,4,2959.4
1023,5,2960.4
1023,6,2961.4
1023,8,2963.4
1024,0,2955.3
1024,1,2956.3
1024,2,2957.3
1024,3,2958.3
1024,4,2959.3
1024,5,2960.3
1024,6,2961.3
1024,7,2962.3
1024,8,2963.3
1025,8,2963.4
1025,7,2962.4
1025,6,2961.4
1025,5,2960.4
1025,2,2957.4
1025,3,2958.4
1025,1,2956.4
1025,0,2955.4
1025,4,2959.4
1026,6,2961.125
1026,8,2963.125
1026,7,2962.125
1026,4,2959.125
1026,5,2960.125
1026,2,2957.125
1026,1,2956.125
1026,0,2955.125
1026,3,2958.125
1027,8,2963.025
1027,6,2961.025
1027,5,2960.025
1027,4,2959.025
1027,7,2962.025
1027,2,2957.025
1027,1,2956.025
1027,0,2955.025
1027,3,2958.025
1028,8,2962.925
1028,7,2961.925
1028,6,2960.925
1028,5,2959.925
1028,4,2958.925
1028,3,2957.925
1028,1,2955.925
1028,0,2954.925
1028,2,2956.925
1029,5,2959.9500000000003
1029,8,2962.9500000000003
1029,7,2961.9500000000003
1029,4,2958.9500000000003
1029,6,2960.9500000000003
1029,2,2956.9500000000003
1029,0,2954.9500000000003
1029,3,2957.9500000000003
1029,1,2955.9500000000003
1030,7,2961.8250000000003
